Content,Label
"+ pts[1]);
      }
      var minorVersion = parseFloat(navigator.ap);
      if ((navigator.appVersion.indexOf(""Mac"")!=-1) || (ffVersion < 1.5)) {
          cv_mo2LOO6W8F20PKMso.setAttribute(""height"", swfHeight);
          cv_mo2LOO6W8F20PKMso.setAttribute(""width"", swfWidth);
          cv_mo2LOO6W8F20PKMso.addVariable(""oldFirefox"", ""1"");	     
      }

      if (cv_mo2LOO6W8F20PKMso.write(""cv_mo2LOO6W8F20PKMflashcontent"")) {
          fp_resizePlayerSpace('cv_mo2LOO6W8F20PKM', 
                               320, 
                               283);
      }
      else {
          var nsPrefix = 'cv_mo2LOO6W8F20PKM';

          fp_resizePlayerSpace(nsPrefix, 0, 0);
          fp_rewriteDiv(nsPrefix, ""flashcontent"", '<br/>To view this video download <a target=""_blank"" href=""http://www.macromedia.com/go/getflashplayer"" target=""_top"">Flash Player</a> (version 9.0.115 or higher)');
      }
  } catch(err) {
      fp_resizePlayerSpace('cv_mo2LOO6W8F20PKM', 0, 0);
  }
  return false;
}



function _cv_mo2LOO6W8F20PKMloadSwf(movieID, playerVersion) {
    var swfLocation = ""http://g-ecx.images-amazon.com/images/G/01/am3/20120510035744301/AMPlayer._V148501545_.swf"";
    var swfWidth = ""320"";
    var swfHeight = ""100%"";
    var flashVersion = ""9.0.115"";
    var bgColor = ""#FFFFFF"";

    var swfParams = {};
    var flashParams = {};
    var embedAttributes = {};
    swfParams.amazonPort = ""80"";
    swfParams.allowFullScreen = ""true"";
    swfParams.telemetrySubPageType = ""VideoReview"";
    swfParams.nsPrefix = ""cv_mo2LOO6W8F20PKM"";
    swfParams.locale = ""en_US"";
    swfParams.logUrl = ""gp/mpd/l"";
    swfParams.canResize = ""1"";
    swfParams.autoPlay = ""1"";
    swfParams.sessionId = ""000-0000000-0000000"";
    swfParams.marketplaceID = ""ATVPDKIKX0DER"";
    swfParams.salign = ""LT"";
    swfParams.preset = ""detail"";
    swfParams.mediaObjectId = ""m25RZUL0WLFXTK"";
    swfParams.autoPlayTimer = """";
    swfParams.mediaObjectIDList = ""m25RZUL0WLFXTK"";
    swfParams.playIsUserGenerated = ""1"";
    swfParams.enableShare = ""0"";
    swfParams.permUrl = ""gp/mpd/permalink"";
    swfParams.telemetryPageTypeID = ""R2CP8BAH4OYB7Z"";
    swfParams.xmlUrl = ""http://www.amazon.com/gp/mpd/getplaylist-v2/m25RZUL0WLFXTK/000-0000000-0000000"";
    swfParams.amazonServer = ""www.amazon.com"";
    swfParams.scale = ""noscale"";
    flashParams.allowFullScreen = ""true"";
    flashParams.salign = ""LT"";
    flashParams.bgcolor = ""#FFFFFF"";
    flashParams.allowScriptAccess = ""always"";
    flashParams.quality = ""high"";
    flashParams.wmode = ""transparent"";
    embedAttributes.title = ""Flash Player"";

    if (movieID){
      if (playerVersion == '3'){
        swfLocation = ""http://g-ecx.images-amazon.com/images/G/01/am3/20120510035744301/AMPlayer._V148501545_.swf"";
        swfParams.mediaObjectIDList = movieID;
      } else {
        swfLocation = ""http://g-ecx.images-amazon.com/images/G/01/am3/legacy/20101014901/AMPlayerProd._V197491872_.swf"";
      }
      swfParams.xmlUrl = ""http://www.amazon.com/gp/mpd/getplaylist-v2/"" + movieID + ""/000-0000000-0000000"";
      flashParams.wmode = ""transparent"";
      swfParams.autoPlay = ""1"";
    }

    if (document.getElementById('cv_mo2LOO6W8F20PKMduration')) {
      document.getElementById('cv_mo2LOO6W8F20PKMduration').style.display='none';
    }
    cv_mo2LOO6W8F20PKMloadSwf_Core(swfLocation, swfWidth, swfHeight, flashVersion, bgColor, swfParams, flashParams, embedAttributes);

  return false;
}

function cv_mo2LOO6W8F20PKMloadSwf(movieID, playerVersion) {
   return _cv_mo2LOO6W8F20PKMloadSwf(movieID, playerVersion);
}


	
		// ]]>
	

<!--

function cv_mo2LOO6W8F20PKMnewHeight(h)
{	
    fp_resizePlayerSpace('cv_mo2LOO6W8F20PKM', 0, h);
}

function cv_mo2LOO6W8F20PKMresetPlayer(w,h,bw,cc) {
  cv_mo2LOO6W8F20PKMnewHeight(h);

  cv_mo2LOO6W8F20PKMso.addVariable(""resetBandwidth"", bw);
  cv_mo2LOO6W8F20PKMso.addVariable(""cacheCode"", cc);
  cv_mo2LOO6W8F20PKMso.setAttribute(""height"", h);
  cv_mo2LOO6W8F20PKMso.setAttribute(""width"", w);
  cv_mo2LOO6W8F20PKMso.write(""cv_mo2LOO6W8F20PKMflashcontent"");
}

-->








var cv_mo2LOO6W8F20PKMRollOverImg = new Image();
cv_mo2LOO6W8F20PKMRollOverImg.src = ""http://ecx.images-amazon.com/images/I/91TuhLFFRbS._SX320_PHcustomer-video-vignette_PIvideo-reviews-bottom,BottomLeft,0,43_OU01_PIcustomer-video-play-active,BottomLeft,130,-12_CR0,0,0,0_.png"";

var cv_mo2LOO6W8F20PKMpreplay = document.getElementById('cv_mo2LOO6W8F20PKMpreplayImageId');
if (cv_mo2LOO6W8F20PKMpreplay) {
  cv_mo2LOO6W8F20PKMpreplay.onmouseover = function() {
    cv_mo2LOO6W8F20PKMpreplay.src = ""http://ecx.images-amazon.com/images/I/91TuhLFFRbS._SX320_PHcustomer-video-vignette_PIvideo-reviews-bottom,BottomLeft,0,43_OU01_PIcustomer-video-play-active,BottomLeft,130,-12_CR0,0,0,0_.png"";
  }
  cv_mo2LOO6W8F20PKMpreplay.onmouseout = function() {
    cv_mo2LOO6W8F20PKMpreplay.src = ""http://ecx.images-amazon.com/images/I/91TuhLFFRbS._SX320_PHcustomer-video-vignette_PIvideo-reviews-bottom,BottomLeft,0,43_OU01_PIcustomer-video-play,BottomLeft,130,-12_CR0,0,0,0_.png"";
  }
  
  
  var node = cv_mo2LOO6W8F20PKMpreplay.parentNode;

  var cv_mo2LOO6W8F20PKMcurrentClick = node.onclick;
  node.onclick = function () {
    var head = document.getElementsByTagName(""head"");
    if (head[0]) { 
      var logTag = document.createElement('script');
      logTag.type = ""text/javascript"";
      logTag.src = ""/gp/customer-media/du/log.html?ie=UTF8&p=CustomerImage&s=CustomerVideoPlay"";
      head[0].appendChild(logTag);
    }

    if (cv_mo2LOO6W8F20PKMcurrentClick) {
      return cv_mo2LOO6W8F20PKMcurrentClick();
    }
  }
}




 Length:: 3:17 MinsSorry about the no audio.",
"Even then my wife didn't notice it, but I did.",1
What good is a Leica-branded lens and 14 megapixels when the color and sharpness just aren't there?,0
I ran across the E-PL1.,1
"(I will say that the Netflix app works fine, but YouTube is especially bad.)",0
"Speakers in front and although it's not hifi sound, it's very clear.",2
"The ""How to Use"" Operating Instruction book is 125 pages long!!",1
Amazing for the price.,2
"The only thing that needs to be commented on is the incompatibility of the door magnets with the modern type of door frame that exists in 99.99% of the typical home,  You HAVE to cut a notch in the beveled edge of the door frame to correctly align the magnet with the detector.",0
Yes the reflective nature of the panel is a bit of a downer if light is an issue.,0
It's quite glossy and our lamps reflect off of the TV quite noticeably.,0
Luckily you can find any answer through Google.,1
This was something I wasn't aware of when I bought the set and it was a nice surprise.Update 11/2012 - Still very pleased with the TV.,2
"Setup very quickly, running very smoothly.",2
The pictures is excellent and the night view is very good.,2
"You just push the voice button on the front of the remote, and say where you want to go.",1
"( I think the problem is the ty sees white light { because there is no white light filter} which makes it much harder to detect the inferred light)  Putting the filter on the the remote helps, putting the filter on the tv seems to work best.Bill from Fl.",1
"Yes, Actually I bought a cellphone lg ke820...But a just found some problems the two next days..",0
""");
}

-->









<!--
function cv_mo2LOO6W8F20PKMrefresh_preplay() {

document.getElementById(""cv_mo2LOO6W8F20PKMchiDiv"").innerHTML = document.getElementById(""cv_mo2LOO6W8F20PKMhiddenPre"").innerHTML;
};
cv_mo2LOO6W8F20PKMrefresh_preplay();

-->






        // <!",
I really thought I was the only one.,1
"The files will be listed as time stamped names on the thumb drive and easily browsable and playable in Windows.You can not do this with the US411ZS DVR from US Security Solutions at all, ever.",1
"During usage, I noticed that the pictures I have taken were either soft or out of focus.",0
It would have been nice to have a yellow/ red /white input.,1
"You can't have it all, can you?I strongly recommend it!",2
"Both have a touch pad on the keyboard, so you need no mouse or the mouse arrow on the remote.Google TV;  There is obviously lots to learn about Google TV that I don't know.",1
Got no problem with it,2
"Phone met my expectations very much.Only one hitch -  guide booklet was not in English, so I have had to learn hands-on.",1
"But I can say right now that I will never, ever buy another Emerson product.",0
"service said you need web cam for that not a secutity camera, well I have 2 Foscam cameras and they are live on my web site to I can watch them anywhere in the world that has internet access.",1
I think that's normal because I see it on a couple other LG HDTVs as well.,1
I'd like to hit play and the tv show runs until it is over.,1
I bought this monitor for our first born a little over a year ago after a lot of research.,1
"Even when she manages to download a picture, the quality is awful.",0
"After many hours my time to install the OS, Driver, Networking.",1
"))I had fairly high expectations for the set, even though I'd seen online reviews that said the sound was lousy.",1
"Other business apps I have used are LinkedIn which works great and does pretty much everything I need it to do, Bloomberg and my Banking apps.",2
"It has many features, including the ability to make manual settings and take both jpg and RAW files.",1
"I own an original Kindle e-reader, a first generation Kindle Fire, and now the HD.",1
"If you have pets, they might freak out.- Could be a little sturdier.",0
Will update this review upon resolution of my service request.,1
I received the camera a day after the order was placed.,2
The system works very well and i would highly endorse it.,2
Was looking for a user-friendly camera that takes quality pictures.,1
Everything on this machine works seamlessly and easily.,2
"Fast (we have 4, 3, and 2 week old daughters, and we haven't really missed a shot that we likely would have missed with the S3), intelligent (the EXR calculations on portraits, long field of focus, low light, intelligent flash, to name a few), and easy (the interface, ""auto"" modes when you want them and manual modes when you need them).My only gripe is not being able to remove face detection during auto EXR mode, which delays shots...this could entirely be my not getting a setting, but I've looked pretty extensively and haven't figured it out.Otherwise, for the money, this is among the best cameras I've ever owned.",2
"Get a CRT while you still can, because they are being phased out for the lower quality LCD.",1
"the sound was really weak at first but after tweaking it a little, its better than my old tv.",2
"We run Office 365 where I work and integration with Exchange is a breeze, email and calendars work great.",2
"This camera puts forth such great, quality photos in auto mode that I usually do not have to do much editing to get a great picture to share.4) Takes great low light photos- I rarely use the flash with this camera.",2
"Very pixelated and has terrible night vision, you can't make out faces with it even at a very close range (within 5 to 10 feet).",0
"I'm aware this might be more of a problem on our behalf than a flaw with the camera itself, but what can I say, the whole experience is what counts.",1
"Brightness is dimmer by default (due to aggressive battery saving settings), but enabling Medium brightness on the Focus S is brighter than the Focus in default.Overall I'm very happy with my upgrade, and extremely happy with the phone overall.",2
If your phone number is not correct in amazon preferences you will have a lot of problems.,0
However it turns out that the unit I received had a problem with the HDMI ports.,0
What is this China?,1
I used these for my snorkeling shots.,1
"Even with the zoom fully extended, the sunny outdoor pictures were really nice.",2
We tried new battery- nothing.,0
Now I have to go out and look for the extender that will fit into the camera to use.,0
Does everything for which we were considering getting the next step up.,2
You need to get a Smart TV like the LG Electronics 42LA6200 42-Inch Cinema 3D 1080p 120Hz LED-LCD HDTV with Smart TV and Four Pairs of 3D Glasses.,1
